### 2020-01-31 17:02:30 INFO  org.springframework.beans.factory.support.DefaultListableBeanFactory(839) registerBeanDefinition() 
Overriding bean definition for bean 'velocityEngine' with a different definition: replacing [Root bean: class [null]; scope=; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=velocityConfig; factoryMethodName=velocityEngine; initMethodName=null; destroyMethodName=(inferred); defined in class path resource [com/ecorrservices/config/VelocityConfig.class]] with [Root bean: class [null]; scope=; abstract=false; lazyInit=false; autowireMode=3; dependencyCheck=0; autowireCandidate=true; primary=false; factoryBeanName=org.springframework.boot.autoconfigure.velocity.VelocityAutoConfiguration$VelocityWebConfiguration; factoryMethodName=velocityEngine; initMethodName=null; destroyMethodName=(inferred); defined in class path resource [org/springframework/boot/autoconfigure/velocity/VelocityAutoConfiguration$VelocityWebConfiguration.class]]
### 2020-01-31 17:02:31 INFO  org.hibernate.validator.internal.util.Version(27) <clinit>() 
HV000001: Hibernate Validator 5.1.3.Final
### 2020-01-31 17:02:31 INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker(328) postProcessAfterInitialization() 
Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [class org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$97c3fda2] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
### 2020-01-31 17:02:31 INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker(328) postProcessAfterInitialization() 
Bean 'cacheConfig' of type [class com.ecorrservices.config.CacheConfig$$EnhancerBySpringCGLIB$$e1151f2b] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
### 2020-01-31 17:02:31 INFO  com.ecorrservices.config.CacheConfig(35) cacheManager() 
Initializing Guava Cache manager.
### 2020-01-31 17:02:31 INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker(328) postProcessAfterInitialization() 
Bean 'cacheManager' of type [class org.springframework.cache.support.SimpleCacheManager] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
### 2020-01-31 17:02:31 INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker(328) postProcessAfterInitialization() 
Bean 'keyGenerator' of type [class org.springframework.cache.interceptor.SimpleKeyGenerator] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
### 2020-01-31 17:02:31 INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker(328) postProcessAfterInitialization() 
Bean 'org.springframework.cache.annotation.ProxyCachingConfiguration' of type [class org.springframework.cache.annotation.ProxyCachingConfiguration$$EnhancerBySpringCGLIB$$ff21c800] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
### 2020-01-31 17:02:31 DEBUG com.ecorrservices.EcorrApplication$1(97) getArchiveFileDocumentRoot() 
